sample_id,study,condition,strain description,strain,culture type,evolved sample,base media,temperature (c),pH,carbon source (g/L),nitrogen source (g/L),electron acceptor,trace element mixture,supplement,antibiotic for selection,growth rate (1/hr),isolate type,additional details,biological replicates,doi,run_date,n_replicates
minicoli__W3110_LB__1,Minicoli,W3110_LB,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_LB__2,Minicoli,W3110_LB,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_N_starve__1,Minicoli,W3110_N_starve,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_N_starve__2,Minicoli,W3110_N_starve,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_osm__1,Minicoli,W3110_osm,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_osm__2,Minicoli,W3110_osm,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_ph5__1,Minicoli,W3110_ph5,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,5,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_ph5__2,Minicoli,W3110_ph5,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,5,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_pyr__1,Minicoli,W3110_pyr,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_pyr__2,Minicoli,W3110_pyr,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_sorb__1,Minicoli,W3110_sorb,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_sorb__2,Minicoli,W3110_sorb,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_urid__1,Minicoli,W3110_urid,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_urid__2,Minicoli,W3110_urid,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_WT_glc__1,Minicoli,W3110_WT_glc,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_WT_glc__2,Minicoli,W3110_WT_glc,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_WT_osm__1,Minicoli,W3110_WT_osm,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
minicoli__W3110_WT_osm__2,Minicoli,W3110_WT_osm,Escherichia coli K-12 W3110,W3110,Batch,No,M9,37,7,,,,,,,,,,,,5/1/2019,2
eep__BOP27__1,EEP,BOP27,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27__2,EEP,BOP27,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP1000__1,EEP,BOP1000,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP1000__2,EEP,BOP1000,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC__1,EEP,BOP27_ndh-cydB-appC,Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC__2,EEP,BOP27_ndh-cydB-appC,Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,EEP,BOP27_ndh-cydB-appC_A9_F46_I1_R1,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,EEP,BOP27_ndh-cydB-appC_A9_F46_I1_R1,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,EEP,BOP27_ndh-cydB-appC_A10_F48_I1_R1,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,EEP,BOP27_ndh-cydB-appC_A10_F48_I1_R1,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,EEP,BOP27_ndh-cydB-appC_A11_F46_I1_R1,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,EEP,BOP27_ndh-cydB-appC_A11_F46_I1_R1,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,EEP,BOP27_ndh-cydB-appC_A12_F46_I1_R1,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,EEP,BOP27_ndh-cydB-appC_A12_F46_I1_R1,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cydB-appC__1,EEP,BOP27_nuoB-cydB-appC,Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cydB-appC__2,EEP,BOP27_nuoB-cydB-appC,Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,EEP,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,EEP,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,EEP,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,EEP,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,EEP,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,EEP,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,EEP,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,Escherichia coli EEP.16.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,EEP,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,Escherichia coli EEP.16.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB__1,EEP,BOP27_ndh-cyoB,Escherichia coli K-12 MG1655 del_ndh del_cyoB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB__2,EEP,BOP27_ndh-cyoB,Escherichia coli K-12 MG1655 del_ndh del_cyoB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,EEP,BOP27_ndh-cyoB_A5_F59_I1_R1,Escherichia coli EEP.5.59.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,EEP,BOP27_ndh-cyoB_A5_F59_I1_R1,Escherichia coli EEP.5.59.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,EEP,BOP27_ndh-cyoB_A6_F58_I1_R1,Escherichia coli EEP.6.58.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,EEP,BOP27_ndh-cyoB_A6_F58_I1_R1,Escherichia coli EEP.6.58.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,EEP,BOP27_ndh-cyoB_A7_F56_I1_R1,Escherichia coli EEP.7.56.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,EEP,BOP27_ndh-cyoB_A7_F56_I1_R1,Escherichia coli EEP.7.56.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,EEP,BOP27_ndh-cyoB_A8_F59_I1_R1,Escherichia coli EEP.8.59.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,EEP,BOP27_ndh-cyoB_A8_F59_I1_R1,Escherichia coli EEP.8.59.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB__1,EEP,BOP27_nuoB-cyoB,Escherichia coli K-12 MG1655 del_nuoB del_cyoB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB__2,EEP,BOP27_nuoB-cyoB,Escherichia coli K-12 MG1655 del_nuoB del_cyoB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,EEP,BOP27_nuoB-cyoB_A9_F63_I1_R1,Escherichia coli EEP.9.63.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,EEP,BOP27_nuoB-cyoB_A9_F63_I1_R1,Escherichia coli EEP.9.63.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,EEP,BOP27_nuoB-cyoB_A10_F64_I1_R1,Escherichia coli EEP.10.64.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,EEP,BOP27_nuoB-cyoB_A10_F64_I1_R1,Escherichia coli EEP.10.64.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,EEP,BOP27_nuoB-cyoB_A11_F64_I1_R1,Escherichia coli EEP.11.64.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,EEP,BOP27_nuoB-cyoB_A11_F64_I1_R1,Escherichia coli EEP.11.64.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,EEP,BOP27_nuoB-cyoB_A12_F63_I1_R1,Escherichia coli EEP.12.63.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,EEP,BOP27_nuoB-cyoB_A12_F63_I1_R1,Escherichia coli EEP.12.63.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB__1,EEP,BOP27_ndh-cydB,Escherichia coli K-12 MG1655 del_ndh del_cydB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_ndh-cydB__2,EEP,BOP27_ndh-cydB,Escherichia coli K-12 MG1655 del_ndh del_cydB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cydB__1,EEP,BOP27_nuoB-cydB,Escherichia coli K-12 MG1655 del_nuoB del_cydB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
eep__BOP27_nuoB-cydB__2,EEP,BOP27_nuoB-cydB,Escherichia coli K-12 MG1655 del_nuoB del_cydB,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,,9/1/2020,2
DDB2__PD-005_BW25113_Batch_6h__1,DDB2,PD-005_BW25113_Batch_6h,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_BW25113_Batch_6h__2,DDB2,PD-005_BW25113_Batch_6h,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Batch_9h__1,DDB2,PD-003_BW25113_Batch_9h,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Batch_9h__2,DDB2,PD-003_BW25113_Batch_9h,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Fed-batch_6h__1,DDB2,PD-003_BW25113_Fed-batch_6h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Fed-batch_6h__2,DDB2,PD-003_BW25113_Fed-batch_6h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_BW25113_Fed-batch_6h__1,DDB2,PD-005_BW25113_Fed-batch_6h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-005_BW25113_Fed-batch_6h__2,DDB2,PD-005_BW25113_Fed-batch_6h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-005_BW25113_Fed-batch_6h__3,DDB2,PD-005_BW25113_Fed-batch_6h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-005_BW25113_Fed-batch_15h__1,DDB2,PD-005_BW25113_Fed-batch_15h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_BW25113_Fed-batch_15h__2,DDB2,PD-005_BW25113_Fed-batch_15h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Fed-batch_21h__1,DDB2,PD-003_BW25113_Fed-batch_21h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_BW25113_Fed-batch_21h__2,DDB2,PD-003_BW25113_Fed-batch_21h,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Batch_6h__1,DDB2,PD-004_del-basS_Batch_6h,Escherichia coli BW25113 del_basS,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Batch_6h__2,DDB2,PD-004_del-basS_Batch_6h,Escherichia coli BW25113 del_basS,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Fed-batch_6h__1,DDB2,PD-004_del-basS_Fed-batch_6h,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Fed-batch_6h__2,DDB2,PD-004_del-basS_Fed-batch_6h,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Fed-batch_15h__1,DDB2,PD-004_del-basS_Fed-batch_15h,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-basS_Fed-batch_15h__2,DDB2,PD-004_del-basS_Fed-batch_15h,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Batch_6h__1,DDB2,PD-004_del-kdpE_Batch_6h,Escherichia coli BW25113 del_kdpE,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Batch_6h__2,DDB2,PD-004_del-kdpE_Batch_6h,Escherichia coli BW25113 del_kdpE,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,DDB2,PD-004_del-kdpE_Fed-batch_6h,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,DDB2,PD-004_del-kdpE_Fed-batch_6h,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,DDB2,PD-004_del-kdpE_Fed-batch_15h,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,DDB2,PD-004_del-kdpE_Fed-batch_15h,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-phoB_Batch_6h__1,DDB2,PD-005_del-phoB_Batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-005_del-phoB_Batch_6h__2,DDB2,PD-005_del-phoB_Batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-005_del-phoB_Batch_6h__3,DDB2,PD-005_del-phoB_Batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,3
DDB2__PD-003_del-phoB_Batch_9h__1,DDB2,PD-003_del-phoB_Batch_9h,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_del-phoB_Batch_9h__2,DDB2,PD-003_del-phoB_Batch_9h,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_del-phoB_Fed-batch_6h__1,DDB2,PD-003_del-phoB_Fed-batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_del-phoB_Fed-batch_6h__2,DDB2,PD-003_del-phoB_Fed-batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-phoB_Fed-batch_6h__1,DDB2,PD-005_del-phoB_Fed-batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-phoB_Fed-batch_6h__2,DDB2,PD-005_del-phoB_Fed-batch_6h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-phoB_Fed-batch_15h__1,DDB2,PD-005_del-phoB_Fed-batch_15h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-phoB_Fed-batch_15h__2,DDB2,PD-005_del-phoB_Fed-batch_15h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_del-phoB_Fed-batch_21h__1,DDB2,PD-003_del-phoB_Fed-batch_21h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-003_del-phoB_Fed-batch_21h__2,DDB2,PD-003_del-phoB_Fed-batch_21h,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseB_Batch_6h__1,DDB2,PD-004_del-qseB_Batch_6h,Escherichia coli BW25113 del_qseB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,1
DDB2__PD-004_del-qseB_Fed-batch_6h__1,DDB2,PD-004_del-qseB_Fed-batch_6h,Escherichia coli BW25113 del_qseB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseB_Fed-batch_6h__2,DDB2,PD-004_del-qseB_Fed-batch_6h,Escherichia coli BW25113 del_qseB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseB_Fed-batch_15h__1,DDB2,PD-004_del-qseB_Fed-batch_15h,Escherichia coli BW25113 del_qseB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseB_Fed-batch_15h__2,DDB2,PD-004_del-qseB_Fed-batch_15h,Escherichia coli BW25113 del_qseB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Batch_6h__1,DDB2,PD-004_del-qseC_Batch_6h,Escherichia coli BW25113 del_qseC,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Batch_6h__2,DDB2,PD-004_del-qseC_Batch_6h,Escherichia coli BW25113 del_qseC,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Fed-batch_6h__1,DDB2,PD-004_del-qseC_Fed-batch_6h,Escherichia coli BW25113 del_qseC,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Fed-batch_6h__2,DDB2,PD-004_del-qseC_Fed-batch_6h,Escherichia coli BW25113 del_qseC,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Fed-batch_15h__1,DDB2,PD-004_del-qseC_Fed-batch_15h,Escherichia coli BW25113 del_qseC,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-004_del-qseC_Fed-batch_15h__2,DDB2,PD-004_del-qseC_Fed-batch_15h,Escherichia coli BW25113 del_qseC,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-qseF_Batch_6h__1,DDB2,PD-005_del-qseF_Batch_6h,Escherichia coli BW25113 del_qseF,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
DDB2__PD-005_del-qseF_Batch_6h__2,DDB2,PD-005_del-qseF_Batch_6h,Escherichia coli BW25113 del_qseF,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,,8/1/2020,2
